,Recipe,step-1,trange-1,step-2,trange-2,step-3,trange-3,step-4,trange-4,step-5,trange-5,step-6,trange-6,step-7,trange-7,step-8,trange-8,step-9,trange-9,step-10,trange-10,step-11,trange-11,step-12,trange-12,step-13,trange-13,step-14,trange-14,step-15,trange-15,step-16,trange-16,step-17,trange-17,step-18,trange-18,step-19,trange-19,step-20,trange-20,step-21,trange-21,step-22,trange-22,step-23,trange-23,step-24,trange-24,step-25,trange-25,step-26,trange-26,step-27,trange-27,step-28,trange-28,step-29,trange-29,step-30,trange-30,step-31,trange-31,step-32,trange-32,step-33,trange-33,step-34,trange-34,step-35,trange-35,step-36,trange-36,step-37,trange-37,step-38,trange-38,step-39,trange-39,step-40,trange-40,step-41,trange-41,step-42,trange-42,step-43,trange-43,step-44,trange-44,step-45,trange-45,step-46,trange-46,step-47,trange-47,step-48,trange-48,step-49,trange-49,step-50,trange-50,step-51,trange-51,step-52,trange-52
2973,raspberry-lemon-popsicles,strain fresh lemon juice.,"9,47",pour ⅙ of lemon juice in each slot of the popsicle mold.,"48,68",fill the mold with raspberries.,"69,77",fill in the gaps of air with water.,"78,88",freeze the popsicles for at least 5 hours.,"89,110",take the frozen popsicles out of the ice molds and enjoy!,"111,120",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2974,raspberry-lemonade-sangria-float,"in a large pitcher, combine the raspberries, lemon slices, white wine, white rum, and lemonade.","5,66","stir and refrigerate for at least 3 hours, or overnight.","67,87",place 1-2 small scoops of raspberry sorbet in a glass.,"88,94",remove the sangria from the refrigerator and pour it over the sorbet.,"95,102",stir with a spoon to combine.,"103,121",garnish with fresh raspberries and a lemon slice.,"122,139",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2975,raspberry-lemonade-sorbet,"combine water, sugar, and raspberries in a pot over medium heat.","1,25","once the sugar has dissolved, simmer for 30 minutes and reduce.","26,52","pour simple syrup through a strainer and remove excess liquid, then let it cool to room temperature.","53,82","in a blender, combine simple syrup, the remaining raspberries, and lemon juice.","84,111",blend until well-combined.,"112,134",pour into an 8×8 inch (20x20 cm) baking dish and freeze for at least 12 hours.,"135,157",take out of the freezer and let sit for 5-10 minutes before scooping.,"158,180",serve.,"-1,-1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2976,raspberry-mango-sangria-ice-pops,"in a blender, combine the mango, ½ cup (60 g) raspberries, the rosé, lemon-lime soda, and triple sec and blend until smooth.","3,76",place 2 raspberries in each ice pop mold.,"77,96","pour the mixture into the ice pop molds, seal with the lids, and add the ice pop sticks.","97,120","freeze until solid, at least 4 hours, or overnight.","-1,-1",carefully remove the ice pops from the molds.,"128,152",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2977,raspberry-mojito,"throw the lime wedges, raspberries, mint, and sugar into a glass and then, using a muddler or wooden spoon, press down on the ingredients to mush them all together and get all of the juice out of the lime wedges.","8,48","add ice and pour in rum (you can just eyeball the amount, if you don’t have something handy to measure) and then top the glass off with club soda.","49,91","if you want it a little more or less sweet, you can always add slightly more or slightly less sugar.","-1,-1","it’s also delicious with less rum, or no rum at all.","-1,-1",stir well and top with fresh mint.,"-1,-1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2978,raspberry-muffin-mug,"mix together egg white, honey, and raspberry jam in a greased coffee mug.","7,43",add oat flour and baking powder and mix until combined.,"44,78",add in fresh raspberries.,"79,100",microwave on high for 90 seconds (times may vary).,"101,107",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2979,raspberry-peach-frozen-sangria,"combine all ingredients in a blender, and mix until fully blended.","1,102",serve and garnish with a slice of peach.,"103,132",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2980,raspberry-peach-sangria,"in a large pitcher, combine the peaches, raspberries, rosé, rum, and peach nectar.","1,52",stir until mixed.,"53,68",chill for at least 4 hours.,"69,73","add the champagne, then serve with a peach slice on each glass.","74,132",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2981,raspberry-pink-lemonade,place all ingredients in a glass and muddle to infuse flavors.,"1,74",strain and serve.,"75,106",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2982,raspberry-poppyseed-linzer-cookies,"make the raspberry jam: in a medium pot over medium heat, combine the raspberries, sugar, and lemon juice.","30,57","cook for 10 minutes, stirring occasionally, until thickened.","58,118",remove from the heat and refrigerate for at least 2 hours before assembling the cookies.,"119,130","make the cookies: in a medium bowl, mix together the all-purpose flour and almond flour.","131,176",set aside.,"-1,-1","in a large bowl, cream together the butter, sugar, salt, lemon zest, and vanilla with an electric hand mixer until fluffy, about 3 minutes.","177,268",add the poppy seeds and beat for 1 minute to distribute evenly.,"269,279","add the egg and beat for 1–2 minutes, until well incorporated.","280,318","pour in the flour mixture and fold with a spatula, just until no streaks of flour remain.","319,364",wrap the dough in plastic wrap and chill in the refrigerator for at least 1 hour or until firm.,"365,394",preheat the oven to 350˚f (180˚c).,"-1,-1",line a baking sheet with parchment paper.,"-1,-1",unwrap the dough on a floured surface and dust the top of the dough with more flour.,"395,408",roll out the dough to ¼-inch (½ cm) thickness.,"409,442","using a 2½-inch (6 ⅓ cm) round cookie cutter with ridged edges, cut out cookies, chilling and re-rolling the dough as needed to cut out more cookies.","443,468",you should have about 38 total.,"-1,-1",use a ½-inch (1 ¼ cm) cutter to cut out the centers of half of the cookies.,"469,494",transfer cookies to the prepared baking sheet.,"495,504",bake the cookies for 12 minutes or until the edges are golden brown.,"505,538",let cool completely.,"-1,-1","to assemble, spread 1 teaspoon of jam onto the whole cookies.","539,579",top with the cut-out cookies.,"580,597",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2983,raspberry-puff-pastry-flower,preheat oven to 400˚f (200˚c).,"-1,-1",cut the puff pastry into 9 equal squares.,"-1,-1","taking one of the squares, cut in the middle of each corner making sure your cuts do not touch in the center.","1,17",place ½ teaspoon of hazelnut spread in the center.,"18,23",fold each corner to the center and press down until the pastry sticks.,"24,36",brush each side of the fold with egg wash.,"37,47",brush each side of the fold with egg wash.,"-1,-1","pinch the corners of each fold together to create a petal shape, creating 4 petals.","48,79",place a raspberry in the center.,"80,87",repeat with the remaining pastry squares.,"-1,-1","bake for 15–20 minutes, until pastry is golden brown and puffed.","88,107",serve with a sprinkle of powdered sugar.,"108,121",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2984,raspberry-puff-pastry-muffin,preheat the oven to 350°f (180°c).,"-1,-1","cut puff pastry sheets in half, then use a rolling pin to roll each half out to 24-inches (60-cm) long x 8-inches (20-cm) wide.","19,63","brush the puff pastry with the softened butter, then carefully roll them up into a tight log.","64,110",cut the log in half lengthwise.,"111,141",take each half and fold the smooth part of the dough inward to create a spiral shape.,"142,161",place spirals in a cupcake pan and brush the tops with egg wash.,"162,198","bake for 15 minutes on the top rack, then transfer to the bottom rack and bake for an additional 15 minutes.","199,225",remove from the oven.,"226,233","once cool, cut out the center of each cruffin and fill with raspberry jam.","309,383",top with a raspberry and sifted powdered sugar.,"384,410",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2985,raspberry-rain-drop-cake,put agar and sugar in the bowl and mix.,"1,21","place water and mixture a small pan, mix it, and heat with a high heat.","22,49",boil it for 2 minutes with a low heat.,"50,60","put small pan larger pot with ice water, chill while mixing for about 3 minutes.","61,80",place the raspberry in a round ice-making dish and pour mixture into it.,"81,115",put it in the refrigerator for about 1 hour to cool it.,"116,120",gently take it out from the ice tray and put it on a dish.,"121,133","8, serve with brown sugary syrup and soybean flour.","-1,-1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2986,raspberry-ripple-cheesecake,"for the crust, whirl biscuits and melted butter in a food processor until a chunky crumb develops.","14,51","then dump the buttery cookie crumble into a springform pan, spreading the mixture evenly over the bottom and pushing it up against the edges so a nice crust develops.","52,71","for the ripple, combine raspberries, sugar, and water in a pot over medium heat.","72,91","bring the mixture to a steady simmer, and let it bubble for 20-40 minutes, stirring occasionally, until the raspberries break down and it thickens into a cohesive sauce.","92,132","for the filling, whisk together cream cheese and condensed milk, adding the extract along the way.","133,174",whisk until the ingredients are combined and the mixture is smooth.,"175,179","pour the filling over the crust, spreading it evenly.","180,199",then add several dabs of the raspberry mixture on top.,"200,220","run a couple of toothpicks or a skewer through the filling, from raspberry dab to raspberry dab, creating swirls throughout.","221,226",refrigerate for at least 3 hours.,"-1,-1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2987,raspberry-sorbet,blend all ingredients in a food processor or high-speed blender until thoroughly combined.,"1,46",pour into a rectangular loaf pan and smooth into an even layer.,"47,85","freeze for 2 hours, or until frozen but still a little soft for scooping.","86,92","(if freezing overnight, cover with a lid or plastic wrap, but let it sit out at room temperature for about 5-10 minutes before scooping.)","-1,-1",scoop into a bowl.,"93,129",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2988,raspberry-vanilla-nice-cream,"peel and slice the bananas, then freeze overnight.","3,69","add the frozen bananas, raspberries, almond milk, and vanilla to a food processor or blender.","70,103",blend until smooth and thick.,"104,126",transfer to a loaf pan and freeze for at least 2 hours.,"127,171",serve with your favorite toppings.,"172,213",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2989,raspeary-baby-food-7-months,steam pears and allow to cool.,"-1,-1",add pears and raspberries to a blender or food processor.,"1,15","blend very well, until seeds are broken down.","16,40",refrigerate up to 3 days or freeze up to 1 month.,"41,54",note: check with your pediatrician before introducing new foods to children under 12 months.,"-1,-1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2990,ratatouille,preheat the oven for 375˚f/190˚c.,"-1,-1","slice the eggplants, roma tomatoes, squash, and zucchini into approximately ¹⁄₁₆-inch/1 ½-mm rounds, then set aside.","1,148",heat olive oil in a 12-inch/30-cm oven safe pan over medium-high heat.,"149,149","sauté onions, garlic, and bell peppers until soft, about 10 minutes.","150,200","season with salt and pepper, then add crushed tomatoes.","201,227",stir until ingredients are fully incorporated.,"228,234","remove from heat, then add basil.","235,246","stir once more, then smooth the surface of the sauce with your spatula.","247,254","arrange the sliced veggies in alternating patterns, (e.g.","255,287","eggplant, tomato, squash, zucchini) on top of the sauce from the outer edge to the inside of the pan.","-1,-1",season with salt and pepper.,"288,294",mix herb seasoning and pour over the vegetables.,"295,365",cover the pan with tin foil and bake for 40 minutes.,"366,380","after 40 minutes, uncover, then bake for an additional 20 minutes.","-1,-1",the vegetables should be soft.,"-1,-1","serve while hot as a main dish, or as a side dish.","381,424",the ratatouille is also excellent the next day.,"-1,-1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2991,ratatouille-lasagna,preheat oven to 400°f (200°c).,"-1,-1",add 2 tablespoons of olive oil to a skillet on medium-high heat.,"-1,-1","once warmed, add the onion, bell peppers, 4 minced garlic cloves, salt, and pepper.","13,48","cook, stirring occasionally, until golden brown and caramelized.","49,80","add the eggplant, yellow squash, zucchini, tomato paste, dried oregano, and 1 tablespoon of thyme, and more salt and pepper.","81,132",cook until the vegetables are soft and the tomato paste deepens in color and starts to stick to the bottom.,"133,155",add the diced tomatoes and bring the mixture to a simmer.,"156,202",cook on low for at least 30 minutes.,"203,208",set aside to prepare the rest of the lasagna layers.,"209,210","in a large bowl, mix together the ricotta, mozzarella, basil, parsley, salt, pepper and egg.","211,275",set aside.,"276,277","to a bowl, add the sliced japanese eggplant, yellow squash, zucchini, roma tomatoes, garlic, 1 tablespoon thyme, salt, pepper, and 2 tablespoons olive oil, and gently toss to combine.","278,360","in a 9x13-inch (23x33 cm) glass baking pan, add a layer of the ratatouille to the bottom.","361,382","top with lasagna noodles, and spread a layer of the ricotta mixture, then shingle alternating slices of the marinated vegetables.","383,450","repeat with another layer of ratatouille, noodles, ricotta, and on the top shingle the vegetables.","451,520","bake for 30 minutes, or until the cheese and sauce are bubbling slightly and the sliced vegetables on top have browned to your liking.","521,526",slice and serve.,"527,557",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2992,ratatouille-salad,heat a bit of olive oil in a large skillet over medium heat.,"30,39","add the eggplant, season with salt and pepper, and cook, stirring occasionally, until golden brown and softened, 5-10 minutes.","40,110",remove from the pan and drain on paper towels.,"111,127","heat more oil in the pan, then add the bell peppers.","128,144","cook, stirring occasionally, until softened, 2-3 minutes.","145,175","add the onion and garlic and cook, stirring, until the onions are soft and golden, about 3 minutes.","176,214",remove the peppers and onions from the pan.,"216,231","add the yellow squash and zucchini, season with salt and pepper, and cook squash have cooked down a bit, about 5 minutes.","232,293","add the thyme and tomatoes, season with more salt, then add the lemon juice.","294,329",increase the heat to high and cook until mixture is sizzling.,"-1,-1","cook, stirring occasionally, until the tomatoes start to release their juices, about 2 minutes","330,351","return the eggplant and pepper mixture to the pan, stir to combine, then remove the pan from the heat.","352,373",add the quinoa and water to a large skillet and stir to combine.,"381,406","bring to a boil, then cover and reduce the heat to low.","407,418","simmer until the liquid is absorbed, about 20 minutes.","419,423",spoon the vegetables over quinoa and sprinkle the basil on top.,"438,474",serve warm.,"-1,-1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2993,raw-pecan-tacos,"in a medium bowl, combine the pecans with the water and liquid aminos.","74,122","soak for 3 hours, then drain.","123,128","make the pico de gallo: in a medium bowl, combine the tomatoes, onion, cilantro, garlic, salt, pepper, and lime juice and mix well.","170,288",set aside until ready to serve the tacos.,"-1,-1","slice the mango flesh off of the pit, then cube.","289,514",set aside.,"-1,-1","add the drained pecans to a food processor with the mushrooms, green and red bell peppers, red onion, jalapeño, taco seasoning, garlic and herb seasoning, and lime juice.","515,611",pulse a few times until the mixture is well chopped and resembles ground meat.,"612,645",do not over-process.,"-1,-1",serve the pecan “meat” in butter lettuce leaves.,"682,702","top with pico de gallo, jalapeño, mango, cilantro, avocado, lime juice, and tajín seasoning.","731,816",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2994,red-chili-shrimp-stir-fry,"heat 1 tablespoon of sesame oil in a large, nonstick skillet over medium heat.","1,10",pour in the shrimp and season with ¼ teaspoon of the salt.,"11,28",fry the shrimp for 1 minute on each side.,"29,53",remove the shrimp from the pan and pour in the remaining 1 tablespoon of oil.,"54,73","toss in the red bell pepper, remaining ¼ teaspoon of salt, and red pepper flakes and sauté for a few minutes until they begin to soften.","455,480",add in the soy sauce and sauté about 1 more minute.,"481,504","toss the shrimp back into the pan and mix until everything is well incorporated and the shrimp is fully cooked, about 1 minute.","505,534",divide the mixture evenly between 4 bowls and top with green onion.,"535,552",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2995,red-pepper-soup,"in a medium saucepan, bring the water to a rolling boil, season with salt, and add the peppers.","-1,-1","cover and cook for 6-7 minutes, until a knife easily pierces the peppers.","-1,-1",use a slotted spoon to remove the peppers from the water and transfer to a blender.,"-1,-1",reserve the water.,"-1,-1","add peppers, pepper, and 1 cup (235 ml) of reserved pepper stock to the blender blend until a smooth consistency is reached.","1,22",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2996,red-velvet-box-cinnamon-roll,"in a large bowl, combine the cake mix, flour, water, and yeast.","1,42",pour mixture onto a lightly-floured surface and knead until smooth for 5 minutes.,"43,93","place dough in a large oiled bowl, brush the top of the dough lightly with oil, and let rise for an hour in a warm area.","94,139",punch down the dough and roll out on a floured surface to a rectangular shape about 1 centimeter (½ inch) thick.,"140,181",brush the melted butter evenly over the dough until covered.,"182,199","in a small bowl, combine the brown sugar and cinnamon.","-1,-1",sprinkle the cinnamon sugar evenly over the dough.,"200,231",roll up the dough from the bottom to the top.,"232,262",cut the dough into nine even pieces and place them in a 9-inch (23 cm) square baking pan greased with nonstick spray.,"263,294",let the dough rise for another hour.,"295,312",preheat the oven to 350°f (180°c).,"-1,-1",bake the cinnamon rolls for 30 minutes until toothpick comes out clean.,"313,319",release the cinnamon rolls from the pan and place on a wire rack set over a baking sheet.,"320,347",pour the cream cheese frosting evenly over the top.,"348,396",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2997,red-velvet-box-cookies-recipe,preheat the oven to 375°f (190°c).,"-1,-1",mix everything except the powdered sugar into a bowl (batter will be thick).,"1,50",spoon into balls and roll in the powdered sugar.,"51,83",place on cookie sheets leaving about 2 inches (5 cm) between cookies.,"84,89",level with a glass.,"90,105",bake for 8 to 10 minutes until cookies brown slightly on the edges.,"-1,-1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2998,red-velvet-cheesecake-box-cupcakes,preheat oven to 375°f (190°c).,"-1,-1","in a large bowl, prepare the red velvet cake batter.","1,36","in a separate bowl, combine cream cheese, powdered sugar, and vanilla, stirring until there are no lumps.","37,58","divide the batter evenly among a lined muffin tin, filling halfway.","59,80",spoon some of the cream cheese mixture onto the batter.,"81,93","top with remaining batter, filling about ¾ of the way up.","94,104","bake for 20 minutes, then cool.","105,110","pipe the cream cheese frosting onto each cupcake, then top with red velvet crumbs.","111,138",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2999,red-velvet-churros,"in a pot over medium-high heat, bring water, sugar, and butter to a boil.","1,38",add in the flour and the cake mix and stir vigorously until mixture has no streaks.,"39,77","remove from heat and add the eggs, stirring until the dough becomes a ball.","78,118",transfer dough to a piping bag with a size 9 star tip.,"119,141",pipe 3 to 4 inches (7-10cm) strips of the dough on a baking sheet.,"142,168",freeze for 30 minutes.,"169,176",heat the canola oil in a pot over medium-high heat.,"-1,-1",fry the red velvet churros for about three to four minutes.,"177,214",remove from oil and drain on paper towels.,"215,224","using a straw, poke a hole through the centers of the churros to hollow out a cavity for the filling.","225,244","on a plate, combine the cinnamon and the sugar and mix until it is a uniform color.","245,245",roll the hollowed out churros in the cinnamon sugar.,"246,258","in a medium bowl, combine the cream cheese, confectioners' sugar, and vanilla, stirring until smooth.","259,298",transfer filling into a piping bag with a round tip.,"-1,-1",pipe the filling into the churros and serve.,"299,334",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3000,red-velvet-white-chocolate-cake-mix-cookies,"combine cake mix, chocolate chips, oil, and eggs in a mixing bowl.","12,40","using an ice cream scoop or your hand, form golf ball-sized balls of cookie dough and transfer to a parchment paper-lined baking sheet.","41,56",bake at 350°f (180°c) for 10-12 minutes.,"-1,-1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3001,red-white-and-blue-berry-rolls,"make the dough: in a large bowl, combine the warm milk, melted butter, and granulated sugar.","15,41","add the yeast, baking powder, salt, and 2 cups (250 g) of flour.","42,67",stir to combine.,"68,91",add 2 more cups (250 g) of flour and stir until the dough comes together.,"92,106",flour a clean surface with the remaining cup of flour.,"107,111",coat your hands with flour.,"-1,-1","dump the dough out onto the floured surface and knead until smooth, about 10 minutes.","112,165","place the dough in a large oiled bowl, cover with plastic wrap, and let rise for 2 hours in a warm area until it’s doubled in size.","166,181","make the filling: in a medium bowl, combine the cream cheese, powdered sugar, lemon juice, lemon zest, and vanilla extract until smooth.","183,227","in a medium bowl, combine the raspberry jam with one tablespoon of the cream cheese filling.","228,238","in a small bowl, combine the blueberry jam with one teaspoon of the cream cheese filling.","239,279","once the dough has risen, lightly flour a clean surface and roll the dough out to a 10x15-inch (25x38-cm) rectangle, about ¼ inch (6 mm) thick.","280,323","brush about 5 inches (13 cm) of the roll with the cream cheese filling, about 8 inches (20 cm) of the roll with the raspberry filling, and about 1½ inches (3 cm) with the blueberry filling.","324,411",set aside the leftover cream cheese filling.,"-1,-1","starting from the bottom, roll up the dough and cut into 9 equal pieces.","412,455",grease a 9-inch (23 cm) square baking dish with nonstick spray and line with parchment paper.,"-1,-1","place the rolls in the pan, with the blueberry roll and 2 raspberry rolls in the top row, 3 cream cheese rolls in the middle row, and 3 raspberry rolls in the bottom row, to look like an american flag.","456,468","cover the rolls with a kitchen towel and let rise for 1 hour in a warm area, until doubled in size.","469,481",preheat the oven to 350°f (180°c).,"-1,-1","bake the rolls for 25 minutes, or until golden brown on top.","482,493",remove the rolls from the baking dish.,"-1,-1","microwave the reserved cream cheese filling for about 30 seconds, until pourable.","-1,-1",drizzle on top of the rolls.,"494,533",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3002,red-white-and-blue-froyo-pops,fill popsicle mold or muffin tin with a thick layer of greek yogurt.,"1,15",add in strawberries and blueberries.,"16,37",you can either layer them or mix them around to distribute the fruit throughout.,"-1,-1",cover with top layer of greek yogurt and use a spatula or a spoon to flatten the surface.,"38,65",place popsicle sticks in the center of the molds or muffin tin and place in the freezer for 2 hours or until frozen to your liking.,"66,101","if using a muffin tin, you might want to let the froyo freeze before placing in popsicle sticks so that they don’t fall over.","-1,-1",remove from popsicle molds or muffin tin.,"102,132",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3003,red-wine-dragon-ribs,preheat oven to 250˚f (125˚c).,"-1,-1",clean the ribs (remove membrane or score) and pat dry.,"-1,-1","place the ribs in a foil-lined roasting pan, and season both sides with salt and pepper.","25,67",add about ¼ inch (6mm) of water (about ½ cup (120 ml)) to the pan.,"68,82",seal the top of the roasting pan with foil and bake for 2 hours or until ribs are very tender.,"83,99","place wine, brown sugar, vinegar, tomato sauce, tomato paste, and allspice in a saucepan.","100,158",simmer the sauce for at least 45 minutes and season to taste.,"159,197",the sauce should be rich and thick.,"-1,-1",raise oven to 350˚f (180˚c).,"-1,-1",remove ribs from roasting pan.,"-1,-1","pour off all fat and water, and baste ribs with sauce.","198,265",bake an additional 20-30 minutes.,"266,273",(you can stop and re-baste halfway through.),"-1,-1",cut ribs and serve with additional sauce.,"281,304",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3004,red-wine-pasta,pour the red wine and water into a medium pan.,"1,22",season with salt.,"23,44",bring the mixture to a boil and add the spaghetti.,"45,66","cook until most of the red wine is absorbed by the pasta, 8-10 minutes.","67,109",transfer the pasta to a medium bowl.,"-1,-1",melt the butter in the same skillet over medium heat.,"110,129","add the garlic, pine nuts, and red pepper flakes.","130,157","cook the sauce until the butter starts to brown, then add the pasta.","158,180",mix the sauce and pasta together.,"181,205",sprinkle with parmesan cheese.,"206,216",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3005,red-wine-spaghetti,measure ¼ cup (60 ml) of wine and set aside.,"-1,-1",combine the water and the remainder of the bottle of wine in a large pot and bring to a boil.,"1,46","once boiling, add spaghetti and cook (stirring frequently) until al dente, about 7 minutes.","47,84",reserve ¼ cup (60 ml) of the cooking liquid and drain the spaghetti.,"121,133",set aside.,"139,143","in a large skillet, heat the olive oil on medium heat.","144,161","add the garlic and red pepper flakes and cook for 2 minutes, stirring occasionally.","163,209",add the reserved cooking liquid and reserved wine to the skillet and bring to a simmer.,"210,234",add the pasta and toss to coat with the sauce.,"241,252",add the butter and stir until it melts into the pasta.,"253,263","add salt and pepper, parmesan, and parsley.","269,327",stir to combine.,"340,356",serve on its own or top with more parmesan and parsley and open up another bottle of wine!,"385,408",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3006,relaxation-chamomile-lavender-hot-toddy,"combine the water, tea bag, and lavender buds in a small saucepan over medium-high heat.","11,47","bring to a boil, then reduce the heat to medium-low and simmer for 3-4 minutes, until the liquid is slightly reduced and the lavender is fragrant.","48,72",strain to remove lavender buds.,"73,87","in a mug, stir to combine the strained tea, honey, and whiskey.","88,109",finish with a squeeze of lemon and garnish with a lemon slice and a few lavender buds.,"110,163",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
